ProjectName,Context,DepositType,UnitType,DAACSPhase,Count,ArtifactType,ArtifactCategory
Stewart Castle Village,3-N-05,Not Applicable,STP,,5,"Bottle, Wine style",Glass
Stewart Castle Village,3-N-05,Not Applicable,STP,,1,"Tobacco Pipe, Mouthpiece, Stem",Tobacco Pipe
Stewart Castle Village,3-N-06,Not Applicable,STP,P03,2,British Brown/Fulham Type,Ceramic
Stewart Castle Village,3-N-06,Not Applicable,STP,P03,1,British Stoneware,Ceramic
Stewart Castle Village,3-N-06,Not Applicable,STP,P03,1,Creamware,Ceramic
Stewart Castle Village,3-N-06,Not Applicable,STP,P03,10,Pearlware,Ceramic
Stewart Castle Village,3-N-06,Not Applicable,STP,P03,1,Redware,Ceramic
Stewart Castle Village,3-N-06,Not Applicable,STP,P03,1,"Stoneware, unidentifiable",Ceramic
Stewart Castle Village,3-N-06,Not Applicable,STP,P03,38,Whiteware,Ceramic
Stewart Castle Village,3-N-06,Not Applicable,STP,P03,5,Nail,General Artifacts
Stewart Castle Village,3-N-06,Not Applicable,STP,P03,7,"Shell, clam",General Artifacts
Stewart Castle Village,3-N-06,Not Applicable,STP,P03,3,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-N-06,Not Applicable,STP,P03,6,Unidentified,General Artifacts
Stewart Castle Village,3-N-06,Not Applicable,STP,P03,1,"Tobacco Pipe, Bowl Fragment",Tobacco Pipe
Stewart Castle Village,3-N-07,Not Applicable,STP,,2,Creamware,Ceramic
Stewart Castle Village,3-N-07,Not Applicable,STP,,3,Pearlware,Ceramic
Stewart Castle Village,3-N-07,Not Applicable,STP,,1,Large Mammal,Faunal
Stewart Castle Village,3-N-07,Not Applicable,STP,,1,Brick Fragment,General Artifacts
Stewart Castle Village,3-N-07,Not Applicable,STP,,5,Nail,General Artifacts
Stewart Castle Village,3-N-07,Not Applicable,STP,,10,Scrap/Waste,General Artifacts
Stewart Castle Village,3-N-07,Not Applicable,STP,,27,"Shell, clam",General Artifacts
Stewart Castle Village,3-N-07,Not Applicable,STP,,1,"Shell, conch",General Artifacts
Stewart Castle Village,3-N-07,Not Applicable,STP,,2,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-N-07,Not Applicable,STP,,1,Unidentified,General Artifacts
Stewart Castle Village,3-N-07,Not Applicable,STP,,8,"Bottle, Wine style",Glass
Stewart Castle Village,3-N-08,Not Applicable,STP,P02,13,Pearlware,Ceramic
Stewart Castle Village,3-N-08,Not Applicable,STP,P02,4,Domestic Pig,Faunal
Stewart Castle Village,3-N-08,Not Applicable,STP,P02,1,Medium Mammal,Faunal
Stewart Castle Village,3-N-08,Not Applicable,STP,P02,6,Nail,General Artifacts
Stewart Castle Village,3-N-08,Not Applicable,STP,P02,9,"Shell, clam",General Artifacts
Stewart Castle Village,3-N-08,Not Applicable,STP,P02,1,Unidentified,General Artifacts
Stewart Castle Village,3-N-08,Not Applicable,STP,P02,4,"Bottle, Wine style",Glass
Stewart Castle Village,3-N-09,Not Applicable,STP,,2,"Button, 1 Piece",Button
Stewart Castle Village,3-N-09,Not Applicable,STP,,1,Creamware,Ceramic
Stewart Castle Village,3-N-09,Not Applicable,STP,,2,Nail,General Artifacts
Stewart Castle Village,3-N-09,Not Applicable,STP,,2,"Shell, clam",General Artifacts
Stewart Castle Village,3-N-09,Not Applicable,STP,,2,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-N-09,Not Applicable,STP,,2,Unidentified,General Artifacts
Stewart Castle Village,3-N-10,Not Applicable,STP,P02,9,Pearlware,Ceramic
Stewart Castle Village,3-N-10,Not Applicable,STP,P02,6,Nail,General Artifacts
Stewart Castle Village,3-N-10,Not Applicable,STP,P02,1,"Shell, chiton segment",General Artifacts
Stewart Castle Village,3-N-10,Not Applicable,STP,P02,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-N-10,Not Applicable,STP,P02,1,Unidentified,General Artifacts
Stewart Castle Village,3-N-10,Not Applicable,STP,P02,6,"Bottle, Wine style",Glass
Stewart Castle Village,3-N-10,Not Applicable,STP,P02,2,Unidentifiable,Glass
Stewart Castle Village,3-N-11,Not Applicable,STP,,2,British Brown/Fulham Type,Ceramic
Stewart Castle Village,3-N-11,Not Applicable,STP,,3,Pearlware,Ceramic
Stewart Castle Village,3-N-11,Not Applicable,STP,,1,"Refined Earthenware, unidentifiable",Ceramic
Stewart Castle Village,3-N-11,Not Applicable,STP,,2,Whiteware,Ceramic
Stewart Castle Village,3-N-11,Not Applicable,STP,,1,Large Mammal,Faunal
Stewart Castle Village,3-N-11,Not Applicable,STP,,1,Brick/Daub,General Artifacts
Stewart Castle Village,3-N-11,Not Applicable,STP,,6,Nail,General Artifacts
Stewart Castle Village,3-N-11,Not Applicable,STP,,1,"Shell, chiton segment",General Artifacts
Stewart Castle Village,3-N-11,Not Applicable,STP,,4,"Shell, clam",General Artifacts
Stewart Castle Village,3-N-11,Not Applicable,STP,,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-N-11,Not Applicable,STP,,2,Strapping,General Artifacts
Stewart Castle Village,3-N-11,Not Applicable,STP,,46,Unidentified,General Artifacts
Stewart Castle Village,3-N-11,Not Applicable,STP,,6,"Bottle, Wine style",Glass
Stewart Castle Village,3-N-12,Not Applicable,STP,,2,Nail,General Artifacts
Stewart Castle Village,3-N-12,Not Applicable,STP,,5,Unidentified,General Artifacts
Stewart Castle Village,3-N-12,Not Applicable,STP,,1,Wire,General Artifacts
Stewart Castle Village,3-N-12,Not Applicable,STP,,1,"Tableware, unidentifiable",Glass
Stewart Castle Village,3-N-13,Not Applicable,STP,,1,Brick Fragment,General Artifacts
Stewart Castle Village,3-N-14,Not Applicable,STP,P02,2,Creamware,Ceramic
Stewart Castle Village,3-N-14,Not Applicable,STP,P02,4,Pearlware,Ceramic
Stewart Castle Village,3-N-14,Not Applicable,STP,P02,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-N-15,Not Applicable,STP,,1,"Button, Flat Disc",Button
Stewart Castle Village,3-N-15,Not Applicable,STP,,1,British Stoneware,Ceramic
Stewart Castle Village,3-N-15,Not Applicable,STP,,4,Nail,General Artifacts
Stewart Castle Village,3-N-16,Not Applicable,STP,,2,Creamware,Ceramic
Stewart Castle Village,3-N-16,Not Applicable,STP,,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-N-16,Not Applicable,STP,,4,"Bottle, Wine style",Glass
Stewart Castle Village,3-N-17,Not Applicable,STP,,2,Creamware,Ceramic
Stewart Castle Village,3-N-17,Not Applicable,STP,,2,"Shell, clam",General Artifacts
Stewart Castle Village,3-N-17,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-N-18,Not Applicable,STP,,1,Creamware,Ceramic
Stewart Castle Village,3-N-18,Not Applicable,STP,,1,Nail,General Artifacts
Stewart Castle Village,3-N-19,Not Applicable,STP,,2,Creamware,Ceramic
Stewart Castle Village,3-N-19,Not Applicable,STP,,1,Pearlware,Ceramic
Stewart Castle Village,3-N-19,Not Applicable,STP,,1,"Refined Earthenware, unidentifiable",Ceramic
Stewart Castle Village,3-N-19,Not Applicable,STP,,2,Land Hermit Crabs,Faunal
Stewart Castle Village,3-N-19,Not Applicable,STP,,7,Nail,General Artifacts
Stewart Castle Village,3-N-19,Not Applicable,STP,,52,"Shell, clam",General Artifacts
Stewart Castle Village,3-N-19,Not Applicable,STP,,2,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-N-19,Not Applicable,STP,,3,"Shell, marine unidentifiable",General Artifacts
Stewart Castle Village,3-N-19,Not Applicable,STP,,1,Strapping,General Artifacts
Stewart Castle Village,3-N-19,Not Applicable,STP,,4,Unidentified,General Artifacts
Stewart Castle Village,3-N-19,Not Applicable,STP,,11,"Bottle, Wine style",Glass
Stewart Castle Village,3-N-19,Not Applicable,STP,,2,Unidentifiable,Glass
Stewart Castle Village,3-N-19,Not Applicable,STP,,1,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-N-20,Not Applicable,STP,,1,Nail,General Artifacts
Stewart Castle Village,3-N-20,Not Applicable,STP,,9,"Shell, clam",General Artifacts
Stewart Castle Village,3-N-20,Not Applicable,STP,,1,Unidentified,General Artifacts
Stewart Castle Village,3-N-20,Not Applicable,STP,,1,"Tobacco Pipe, Bowl Fragment",Tobacco Pipe
Stewart Castle Village,3-N-21,Not Applicable,STP,P02,2,Creamware,Ceramic
Stewart Castle Village,3-N-21,Not Applicable,STP,P02,6,Pearlware,Ceramic
Stewart Castle Village,3-N-21,Not Applicable,STP,P02,1,Domestic Pig,Faunal
Stewart Castle Village,3-N-21,Not Applicable,STP,P02,2,Nail,General Artifacts
Stewart Castle Village,3-N-21,Not Applicable,STP,P02,76,"Shell, clam",General Artifacts
Stewart Castle Village,3-N-21,Not Applicable,STP,P02,1,"Shell, conch",General Artifacts
Stewart Castle Village,3-N-21,Not Applicable,STP,P02,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-N-21,Not Applicable,STP,P02,2,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-O-02,Not Applicable,STP,P01,1,British Stoneware,Ceramic
Stewart Castle Village,3-O-02,Not Applicable,STP,P01,16,Creamware,Ceramic
Stewart Castle Village,3-O-02,Not Applicable,STP,P01,6,Pearlware,Ceramic
Stewart Castle Village,3-O-02,Not Applicable,STP,P01,1,White Salt Glaze,Ceramic
Stewart Castle Village,3-O-02,Not Applicable,STP,P01,9,Nail,General Artifacts
Stewart Castle Village,3-O-02,Not Applicable,STP,P01,10,"Shell, clam",General Artifacts
Stewart Castle Village,3-O-02,Not Applicable,STP,P01,1,"Shell, conch",General Artifacts
Stewart Castle Village,3-O-02,Not Applicable,STP,P01,4,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-O-02,Not Applicable,STP,P01,3,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-O-02,Not Applicable,STP,P01,3,Strapping,General Artifacts
Stewart Castle Village,3-O-02,Not Applicable,STP,P01,8,Unidentified,General Artifacts
Stewart Castle Village,3-O-02,Not Applicable,STP,P01,1,"Bottle/Vial, Pharmaceutical",Glass
Stewart Castle Village,3-O-02,Not Applicable,STP,P01,5,"Bottle, Wine style",Glass
Stewart Castle Village,3-O-02,Not Applicable,STP,P01,3,Unidentifiable,Glass
Stewart Castle Village,3-O-02,Not Applicable,STP,P01,2,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-O-03,Not Applicable,STP,,1,"Button, Flat Disc",Button
Stewart Castle Village,3-O-03,Not Applicable,STP,,5,Nail,General Artifacts
Stewart Castle Village,3-O-03,Not Applicable,STP,,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-O-03,Not Applicable,STP,,3,Unidentified,General Artifacts
Stewart Castle Village,3-O-03,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-O-04,Not Applicable,STP,,3,Creamware,Ceramic
Stewart Castle Village,3-O-04,Not Applicable,STP,,1,Pearlware,Ceramic
Stewart Castle Village,3-O-04,Not Applicable,STP,,3,Nail,General Artifacts
Stewart Castle Village,3-O-04,Not Applicable,STP,,3,"Shell, clam",General Artifacts
Stewart Castle Village,3-O-04,Not Applicable,STP,,1,Unidentified,General Artifacts
Stewart Castle Village,3-O-04,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-O-04,Not Applicable,STP,,1,"Tobacco Pipe, Bowl Fragment",Tobacco Pipe
Stewart Castle Village,3-O-05,Not Applicable,STP,P01,6,Creamware,Ceramic
Stewart Castle Village,3-O-05,Not Applicable,STP,P01,2,Pearlware,Ceramic
Stewart Castle Village,3-O-05,Not Applicable,STP,P01,1,Whiteware,Ceramic
Stewart Castle Village,3-O-05,Not Applicable,STP,P01,5,Nail,General Artifacts
Stewart Castle Village,3-O-05,Not Applicable,STP,P01,1,Unidentified,General Artifacts
Stewart Castle Village,3-O-05,Not Applicable,STP,P01,7,"Bottle, Wine style",Glass
Stewart Castle Village,3-O-05,Not Applicable,STP,P01,8,Unidentifiable,Glass
Stewart Castle Village,3-O-06,Not Applicable,STP,P01,8,Creamware,Ceramic
Stewart Castle Village,3-O-06,Not Applicable,STP,P01,8,Pearlware,Ceramic
Stewart Castle Village,3-O-06,Not Applicable,STP,P01,2,Redware,Ceramic
Stewart Castle Village,3-O-06,Not Applicable,STP,P01,1,Whieldon-type Ware,Ceramic
Stewart Castle Village,3-O-06,Not Applicable,STP,P01,1,Charcoal,General Artifacts
Stewart Castle Village,3-O-06,Not Applicable,STP,P01,17,Nail,General Artifacts
Stewart Castle Village,3-O-06,Not Applicable,STP,P01,1,Sheeting,General Artifacts
Stewart Castle Village,3-O-06,Not Applicable,STP,P01,65,"Shell, clam",General Artifacts
Stewart Castle Village,3-O-06,Not Applicable,STP,P01,5,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-O-06,Not Applicable,STP,P01,1,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-O-06,Not Applicable,STP,P01,1,Strapping,General Artifacts
Stewart Castle Village,3-O-06,Not Applicable,STP,P01,4,Unidentified,General Artifacts
Stewart Castle Village,3-O-06,Not Applicable,STP,P01,3,"Bottle, Wine style",Glass
Stewart Castle Village,3-O-06,Not Applicable,STP,P01,4,Unidentifiable,Glass
Stewart Castle Village,3-O-06,Not Applicable,STP,P01,3,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-O-07,Not Applicable,STP,P01,5,Creamware,Ceramic
Stewart Castle Village,3-O-07,Not Applicable,STP,P01,8,Pearlware,Ceramic
Stewart Castle Village,3-O-07,Not Applicable,STP,P01,2,Redware,Ceramic
Stewart Castle Village,3-O-07,Not Applicable,STP,P01,1,Snapper,Faunal
Stewart Castle Village,3-O-07,Not Applicable,STP,P01,1,Brick Bat,General Artifacts
Stewart Castle Village,3-O-07,Not Applicable,STP,P01,17,Nail,General Artifacts
Stewart Castle Village,3-O-07,Not Applicable,STP,P01,2,"Shell, chiton segment",General Artifacts
Stewart Castle Village,3-O-07,Not Applicable,STP,P01,82,"Shell, clam",General Artifacts
Stewart Castle Village,3-O-07,Not Applicable,STP,P01,14,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-O-07,Not Applicable,STP,P01,11,Unidentified,General Artifacts
Stewart Castle Village,3-O-07,Not Applicable,STP,P01,5,"Bottle, Wine style",Glass
Stewart Castle Village,3-O-07,Not Applicable,STP,P01,3,Unidentifiable,Glass
Stewart Castle Village,3-O-07,Not Applicable,STP,P01,1,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-O-08,Not Applicable,STP,,1,Pearlware,Ceramic
Stewart Castle Village,3-O-08,Not Applicable,STP,,7,Spanish Coarse Earthenware,Ceramic
Stewart Castle Village,3-O-08,Not Applicable,STP,,6,Nail,General Artifacts
Stewart Castle Village,3-O-08,Not Applicable,STP,,1,Pot,General Artifacts
Stewart Castle Village,3-O-08,Not Applicable,STP,,2,Sheeting,General Artifacts
Stewart Castle Village,3-O-08,Not Applicable,STP,,17,"Shell, clam",General Artifacts
Stewart Castle Village,3-O-08,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-O-09,Not Applicable,STP,,2,Pearlware,Ceramic
Stewart Castle Village,3-O-09,Not Applicable,STP,,13,Nail,General Artifacts
Stewart Castle Village,3-O-09,Not Applicable,STP,,62,"Shell, clam",General Artifacts
Stewart Castle Village,3-O-09,Not Applicable,STP,,2,"Shell, conch",General Artifacts
Stewart Castle Village,3-O-09,Not Applicable,STP,,5,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-O-09,Not Applicable,STP,,1,"Shell, marine unidentifiable",General Artifacts
Stewart Castle Village,3-O-09,Not Applicable,STP,,3,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-O-09,Not Applicable,STP,,1,"Tack, upholstery",General Artifacts
Stewart Castle Village,3-O-09,Not Applicable,STP,,5,Unidentified,General Artifacts
Stewart Castle Village,3-O-09,Not Applicable,STP,,6,"Bottle, Wine style",Glass
Stewart Castle Village,3-O-09,Not Applicable,STP,,1,"Tobacco Pipe, Bowl Fragment",Tobacco Pipe
Stewart Castle Village,3-O-10,Not Applicable,STP,,83,"Mortar, architectural",General Artifacts
Stewart Castle Village,3-O-10,Not Applicable,STP,,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,3,British Brown/Fulham Type,Ceramic
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,7,Creamware,Ceramic
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,7,Pearlware,Ceramic
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,2,Whiteware,Ceramic
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,1,Large Mammal,Faunal
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,1,Brick Fragment,General Artifacts
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,1,Charcoal,General Artifacts
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,12,Nail,General Artifacts
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,2,Pot,General Artifacts
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,5,"Shell, clam",General Artifacts
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,1,"Slate, architectural",General Artifacts
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,3,Strapping,General Artifacts
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,81,Unidentified,General Artifacts
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,2,"Bottle, Case",Glass
Stewart Castle Village,3-O-11,Not Applicable,STP,P01,4,"Bottle, Wine style",Glass
Stewart Castle Village,3-O-12,Not Applicable,STP,P01,2,British Stoneware,Ceramic
Stewart Castle Village,3-O-12,Not Applicable,STP,P01,3,Creamware,Ceramic
Stewart Castle Village,3-O-12,Not Applicable,STP,P01,1,Pearlware,Ceramic
Stewart Castle Village,3-O-12,Not Applicable,STP,P01,1,"Refined Earthenware, unidentifiable",Ceramic
Stewart Castle Village,3-O-12,Not Applicable,STP,P01,3,Unidentified,General Artifacts
Stewart Castle Village,3-O-12,Not Applicable,STP,P01,1,"Bottle, Case",Glass
Stewart Castle Village,3-O-12,Not Applicable,STP,P01,13,"Bottle, Wine style",Glass
Stewart Castle Village,3-O-13,Not Applicable,STP,P02,7,Pearlware,Ceramic
Stewart Castle Village,3-O-13,Not Applicable,STP,P02,3,Nail,General Artifacts
Stewart Castle Village,3-O-13,Not Applicable,STP,P02,1,"Shell, marine unidentifiable",General Artifacts
Stewart Castle Village,3-O-13,Not Applicable,STP,P02,1,Unidentified,General Artifacts
Stewart Castle Village,3-O-13,Not Applicable,STP,P02,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-O-14,Not Applicable,STP,,2,Creamware,Ceramic
Stewart Castle Village,3-O-16,Not Applicable,STP,,2,Strapping,General Artifacts
Stewart Castle Village,3-O-16,Not Applicable,STP,,1,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-O-17,Not Applicable,STP,,1,Creamware,Ceramic
Stewart Castle Village,3-O-17,Not Applicable,STP,,2,Pearlware,Ceramic
Stewart Castle Village,3-O-17,Not Applicable,STP,,1,"Hardware, unidentified",General Artifacts
Stewart Castle Village,3-O-17,Not Applicable,STP,,5,Nail,General Artifacts
Stewart Castle Village,3-O-17,Not Applicable,STP,,11,"Shell, clam",General Artifacts
Stewart Castle Village,3-O-17,Not Applicable,STP,,1,"Bottle, Case",Glass
Stewart Castle Village,3-O-17,Not Applicable,STP,,5,"Bottle, Wine style",Glass
Stewart Castle Village,3-O-17,Not Applicable,STP,,1,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-O-18,Not Applicable,STP,P01,16,Creamware,Ceramic
Stewart Castle Village,3-O-18,Not Applicable,STP,P01,3,Pearlware,Ceramic
Stewart Castle Village,3-O-18,Not Applicable,STP,P01,4,Nail,General Artifacts
Stewart Castle Village,3-O-18,Not Applicable,STP,P01,1,"Rivet, hardware",General Artifacts
Stewart Castle Village,3-O-18,Not Applicable,STP,P01,7,"Shell, clam",General Artifacts
Stewart Castle Village,3-O-18,Not Applicable,STP,P01,3,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-O-18,Not Applicable,STP,P01,2,Unidentified,General Artifacts
Stewart Castle Village,3-O-18,Not Applicable,STP,P01,1,"Tobacco Pipe, Bowl Fragment",Tobacco Pipe
Stewart Castle Village,3-O-19,Not Applicable,STP,,1,Creamware,Ceramic
Stewart Castle Village,3-O-19,Not Applicable,STP,,1,Medium Mammal,Faunal
Stewart Castle Village,3-O-19,Not Applicable,STP,,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-O-19,Not Applicable,STP,,1,"Shell, marine unidentifiable",General Artifacts
Stewart Castle Village,3-O-19,Not Applicable,STP,,1,"Tobacco Pipe, Bowl Fragment",Tobacco Pipe
Stewart Castle Village,3-O-20,Not Applicable,STP,,2,Creamware,Ceramic
Stewart Castle Village,3-O-20,Not Applicable,STP,,1,Nail,General Artifacts
Stewart Castle Village,3-O-20,Not Applicable,STP,,9,"Shell, clam",General Artifacts
Stewart Castle Village,3-O-20,Not Applicable,STP,,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-O-20,Not Applicable,STP,,1,"Bottle, Mineral/Soda",Glass
Stewart Castle Village,3-O-21,Not Applicable,STP,,2,Brick/Daub,General Artifacts
Stewart Castle Village,3-O-21,Not Applicable,STP,,1,Brick Fragment,General Artifacts
Stewart Castle Village,3-O-21,Not Applicable,STP,,5,Casting Waste,General Artifacts
Stewart Castle Village,3-O-21,Not Applicable,STP,,1,Nail,General Artifacts
Stewart Castle Village,3-O-21,Not Applicable,STP,,1,Scrap/Waste,General Artifacts
Stewart Castle Village,3-O-22,Not Applicable,STP,,2,"Shell, clam",General Artifacts
Stewart Castle Village,3-O-22,Not Applicable,STP,,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-O-22,Not Applicable,STP,,1,Strapping,General Artifacts
Stewart Castle Village,3-O-22,Not Applicable,STP,,3,Unidentified,General Artifacts
Stewart Castle Village,3-P-01,Not Applicable,STP,,2,Nail,General Artifacts
Stewart Castle Village,3-P-01,Not Applicable,STP,,2,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-01,Not Applicable,STP,,3,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-P-01,Not Applicable,STP,,4,Strapping,General Artifacts
Stewart Castle Village,3-P-01,Not Applicable,STP,,1,Unidentified,General Artifacts
Stewart Castle Village,3-P-01,Not Applicable,STP,,2,"Bottle, Wine style",Glass
Stewart Castle Village,3-P-02,Not Applicable,STP,,5,Nail,General Artifacts
Stewart Castle Village,3-P-02,Not Applicable,STP,,8,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-02,Not Applicable,STP,,2,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-P-02,Not Applicable,STP,,2,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-P-02,Not Applicable,STP,,5,Unidentified,General Artifacts
Stewart Castle Village,3-P-02,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-P-03,Not Applicable,STP,,1,Creamware,Ceramic
Stewart Castle Village,3-P-03,Not Applicable,STP,,1,Brick Fragment,General Artifacts
Stewart Castle Village,3-P-03,Not Applicable,STP,,13,Nail,General Artifacts
Stewart Castle Village,3-P-03,Not Applicable,STP,,7,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-03,Not Applicable,STP,,1,"Shell, conch",General Artifacts
Stewart Castle Village,3-P-03,Not Applicable,STP,,1,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-P-03,Not Applicable,STP,,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-P-03,Not Applicable,STP,,1,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-P-03,Not Applicable,STP,,1,Strapping,General Artifacts
Stewart Castle Village,3-P-03,Not Applicable,STP,,1,Unidentified,General Artifacts
Stewart Castle Village,3-P-03,Not Applicable,STP,,1,Unidentifiable,Glass
Stewart Castle Village,3-P-03,Not Applicable,STP,,1,"Tobacco Pipe, Bowl Fragment",Tobacco Pipe
Stewart Castle Village,3-P-03,Not Applicable,STP,,1,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-P-03,Not Applicable,STP,,1,"Tobacco Pipe, Stem, Bowl",Tobacco Pipe
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,2,"Button, 1 Piece",Button
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,2,British Brown/Fulham Type,Ceramic
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,5,Creamware,Ceramic
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,27,Pearlware,Ceramic
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,1,Brick/Daub,General Artifacts
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,1,Bucket,General Artifacts
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,1,Charcoal,General Artifacts
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,1,"Hardware, unidentified",General Artifacts
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,1,"Hook, bill",General Artifacts
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,1,"Key, lock",General Artifacts
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,26,Nail,General Artifacts
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,2,Pot/Pan,General Artifacts
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,1,"Saw, rip",General Artifacts
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,40,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,2,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,6,Strapping,General Artifacts
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,156,Unidentified,General Artifacts
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,1,Wire,General Artifacts
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,7,"Bottle, Wine style",Glass
Stewart Castle Village,3-P-04,Not Applicable,STP,P02,1,Flake,Lithic
Stewart Castle Village,3-P-05,Not Applicable,STP,P01,1,British Stoneware,Ceramic
Stewart Castle Village,3-P-05,Not Applicable,STP,P01,14,Creamware,Ceramic
Stewart Castle Village,3-P-05,Not Applicable,STP,P01,9,Pearlware,Ceramic
Stewart Castle Village,3-P-05,Not Applicable,STP,P01,2,Rats,Faunal
Stewart Castle Village,3-P-05,Not Applicable,STP,P01,1,Brick Fragment,General Artifacts
Stewart Castle Village,3-P-05,Not Applicable,STP,P01,3,Charcoal,General Artifacts
Stewart Castle Village,3-P-05,Not Applicable,STP,P01,6,Nail,General Artifacts
Stewart Castle Village,3-P-05,Not Applicable,STP,P01,11,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-05,Not Applicable,STP,P01,1,"Shell, conch",General Artifacts
Stewart Castle Village,3-P-05,Not Applicable,STP,P01,2,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-P-05,Not Applicable,STP,P01,3,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-P-05,Not Applicable,STP,P01,15,Unidentified,General Artifacts
Stewart Castle Village,3-P-05,Not Applicable,STP,P01,1,"Bottle, Unidentifiable",Glass
